fecha,cod_ine,ccaa,ia14d
2020-09-29,13,Madrid,784.71
2020-09-29,19,Melilla,356.12
2020-09-29,14,Murcia,385.37
2020-09-29,15,Navarra,685.71
2020-09-29,16,País Vasco,269.68
2020-09-29,17,La Rioja,463.70
2020-09-29,00,España,294.04
2020-09-30,01,Andalucía,171.08
2020-09-30,02,Aragón,370.05
2020-09-30,03,Asturias,120.84
2020-09-30,04,Baleares,158.07
2020-09-30,05,Canarias,106.99
2020-09-30,06,Cantabria,148.00
2020-09-30,08,Castilla La Mancha,422.51
2020-09-30,07,Castilla y León,386.36
2020-09-30,09,Cataluña,158.03
2020-09-30,18,Ceuta,204.06
2020-09-30,10,C. Valenciana,105.34
2020-09-30,11,Extremadura,277.23
2020-09-30,12,Galicia,104.06
2020-09-30,13,Madrid,735.05
2020-09-30,19,Melilla,394.28
2020-09-30,14,Murcia,385.23
2020-09-30,15,Navarra,681.12
2020-09-30,16,País Vasco,268.05
2020-09-30,17,La Rioja,460.55
2020-09-30,00,España,284.11
2020-10-01,01,Andalucía,170.37
2020-10-01,02,Aragón,366.79
2020-10-01,03,Asturias,123.88
2020-10-01,04,Baleares,146.50
2020-10-01,05,Canarias,108.76
2020-10-01,06,Cantabria,134.58
2020-10-01,08,Castilla La Mancha,408.44
2020-10-01,07,Castilla y León,383.41
2020-10-01,09,Cataluña,144.80
2020-10-01,18,Ceuta,226.48
2020-10-01,10,C. Valenciana,103.20
2020-10-01,11,Extremadura,268.89
2020-10-01,12,Galicia,111.17
2020-10-01,13,Madrid,695.91
2020-10-01,19,Melilla,430.12
2020-10-01,14,Murcia,389.58
2020-10-01,15,Navarra,681.89
2020-10-01,16,País Vasco,258.95
2020-10-01,17,La Rioja,442.87
2020-10-01,00,España,274.82
2020-10-02,01,Andalucía,173.42
2020-10-02,02,Aragón,361.86
2020-10-02,03,Asturias,122.21
2020-10-02,04,Baleares,139.72
2020-10-02,05,Canarias,109.97
2020-10-02,06,Cantabria,132.00
2020-10-02,08,Castilla La Mancha,410.01
2020-10-02,07,Castilla y León,385.82
2020-10-02,09,Cataluña,156.58
2020-10-02,18,Ceuta,235.91
2020-10-02,10,C. Valenciana,103.84
2020-10-02,11,Extremadura,258.78
2020-10-02,12,Galicia,108.02
2020-10-02,13,Madrid,647.91
2020-10-02,19,Melilla,463.65
2020-10-02,14,Murcia,375.06
2020-10-02,15,Navarra,692.13
2020-10-02,16,País Vasco,254.51
2020-10-02,17,La Rioja,430.24
2020-10-02,00,España,269.49
2020-10-05,01,Andalucía,150.85
2020-10-05,02,Aragón,297.89
2020-10-05,03,Asturias,126.42
2020-10-05,04,Baleares,133.37
2020-10-05,05,Canarias,103.65
2020-10-05,06,Cantabria,125.63
2020-10-05,08,Castilla La Mancha,352.16
2020-10-05,07,Castilla y León,376.90
2020-10-05,09,Cataluña,191.96
2020-10-05,18,Ceuta,244.17
2020-10-05,10,C. Valenciana,99.72
2020-10-05,11,Extremadura,229.18
2020-10-05,12,Galicia,110.02
2020-10-05,13,Madrid,586.64
2020-10-05,19,Melilla,442.84
2020-10-05,14,Murcia,341.99
2020-10-05,15,Navarra,684.03
2020-10-05,16,País Vasco,237.57
2020-10-05,17,La Rioja,373.74
2020-10-05,00,España,254.00
2020-10-06,01,Andalucía,158.79
2020-10-06,02,Aragón,293.79
2020-10-06,03,Asturias,128.08
2020-10-06,04,Baleares,132.06
2020-10-06,05,Canarias,99.19
2020-10-06,06,Cantabria,123.22
2020-10-06,08,Castilla La Mancha,376.27
2020-10-06,07,Castilla y León,382.78
2020-10-06,09,Cataluña,187.16
2020-10-06,18,Ceuta,247.71
2020-10-06,10,C. Valenciana,104.38
2020-10-06,11,Extremadura,226.09
2020-10-06,12,Galicia,107.58
2020-10-06,13,Madrid,710.28
2020-10-06,19,Melilla,449.78
2020-10-06,14,Murcia,349.96
2020-10-06,15,Navarra,673.17
2020-10-06,16,País Vasco,238.61
2020-10-06,17,La Rioja,386.05
2020-10-06,00,España,273.69
2020-10-07,01,Andalucía,166.74
2020-10-07,02,Aragón,306.76
2020-10-07,03,Asturias,131.80
2020-10-07,04,Baleares,127.63
2020-10-07,05,Canarias,97.24
2020-10-07,06,Cantabria,118.92
2020-10-07,08,Castilla La Mancha,371.74
2020-10-07,07,Castilla y León,381.61
2020-10-07,09,Cataluña,190.51
2020-10-07,18,Ceuta,247.71
2020-10-07,10,C. Valenciana,100.42
2020-10-07,11,Extremadura,227.40
2020-10-07,12,Galicia,104.54
2020-10-07,13,Madrid,591.16
2020-10-07,19,Melilla,413.94
2020-10-07,14,Murcia,362.68
2020-10-07,15,Navarra,648.41
2020-10-07,16,País Vasco,222.71
2020-10-07,17,La Rioja,393.94
2020-10-07,00,España,257.46
2020-10-08,01,Andalucía,173.97
2020-10-08,02,Aragón,320.93
2020-10-08,03,Asturias,133.36
2020-10-08,04,Baleares,123.19
2020-10-08,05,Canarias,95.94
2020-10-08,06,Cantabria,113.93
2020-10-08,08,Castilla La Mancha,369.43
2020-10-08,07,Castilla y León,374.70
2020-10-08,09,Cataluña,194.68
2020-10-08,18,Ceuta,278.38
2020-10-08,10,C. Valenciana,104.32
2020-10-08,11,Extremadura,227.96
2020-10-08,12,Galicia,107.98
2020-10-08,13,Madrid,563.86
2020-10-08,19,Melilla,438.22
2020-10-08,14,Murcia,361.74
2020-10-08,15,Navarra,655.90
2020-10-08,16,País Vasco,236.94
2020-10-08,17,La Rioja,395.20
2020-10-08,00,España,256.79
2020-10-09,01,Andalucía,179.68
2020-10-09,02,Aragón,381.72
2020-10-09,03,Asturias,135.80
2020-10-09,04,Baleares,121.10
2020-10-09,05,Canarias,92.60
2020-10-09,06,Cantabria,107.39
2020-10-09,08,Castilla La Mancha,360.77
2020-10-09,07,Castilla y León,371.86
2020-10-09,09,Cataluña,211.80
2020-10-09,18,Ceuta,304.33
2020-10-09,10,C. Valenciana,105.36
2020-10-09,11,Extremadura,219.44
2020-10-09,12,Galicia,115.95
2020-10-09,13,Madrid,540.64
2020-10-09,19,Melilla,460.18
2020-10-09,14,Murcia,342.33
2020-10-09,15,Navarra,675.31
2020-10-09,16,País Vasco,240.56
2020-10-09,17,La Rioja,378.47
2020-10-09,00,España,258.44
2020-10-12,01,Andalucía,194.42
2020-10-12,02,Aragón,404.54
2020-10-12,03,Asturias,167.97
2020-10-12,04,Baleares,122.23
2020-10-12,05,Canarias,88.47
2020-10-12,06,Cantabria,113.93
2020-10-12,08,Castilla La Mancha,326.93
2020-10-12,07,Castilla y León,403.62
2020-10-12,09,Cataluña,262.98
2020-10-12,18,Ceuta,320.84
2020-10-12,10,C. Valenciana,95.19
2020-10-12,11,Extremadura,231.15
2020-10-12,12,Galicia,131.02
2020-10-12,13,Madrid,501.58
2020-10-12,19,Melilla,505.28
2020-10-12,14,Murcia,316.76
2020-10-12,15,Navarra,746.09
2020-10-12,16,País Vasco,189.42
2020-10-12,17,La Rioja,359.54
2020-10-12,00,España,263.12
2020-10-13,01,Andalucía,185.09
2020-10-13,02,Aragón,414.62
2020-10-13,03,Asturias,175.01
2020-10-13,04,Baleares,122.67
2020-10-13,05,Canarias,87.26
2020-10-13,06,Cantabria,109.11
2020-10-13,08,Castilla La Mancha,312.12
2020-10-13,07,Castilla y León,403.58
2020-10-13,09,Cataluña,263.03
2020-10-13,18,Ceuta,331.46
2020-10-13,10,C. Valenciana,95.09
2020-10-13,11,Extremadura,233.12
2020-10-13,12,Galicia,135.06
2020-10-13,13,Madrid,489.15
2020-10-13,19,Melilla,543.43
2020-10-13,14,Murcia,308.99
2020-10-13,15,Navarra,756.79
2020-10-13,16,País Vasco,264.75
2020-10-13,17,La Rioja,384.79
2020-10-13,00,España,263.35
2020-10-14,01,Andalucía,198.94
2020-10-14,02,Aragón,410.37
2020-10-14,03,Asturias,186.55
2020-10-14,04,Baleares,119.80
2020-10-14,05,Canarias,82.75
2020-10-14,06,Cantabria,115.65
2020-10-14,08,Castilla La Mancha,333.08
2020-10-14,07,Castilla y León,409.12
2020-10-14,09,Cataluña,263.43
2020-10-14,18,Ceuta,325.56
2020-10-14,10,C. Valenciana,101.96
2020-10-14,11,Extremadura,235.74
2020-10-14,12,Galicia,137.84
2020-10-14,13,Madrid,463.14
2020-10-14,19,Melilla,515.68
2020-10-14,14,Murcia,325.66
2020-10-14,15,Navarra,774.06
2020-10-14,16,País Vasco,263.84
2020-10-14,17,La Rioja,421.09
2020-10-14,00,España,265.19
2020-10-15,01,Andalucía,206.20
2020-10-15,02,Aragón,434.17
2020-10-15,03,Asturias,194.66
2020-10-15,04,Baleares,121.10
2020-10-15,05,Canarias,79.87
2020-10-15,06,Cantabria,118.06
2020-10-15,08,Castilla La Mancha,333.81
2020-10-15,07,Castilla y León,418.54
2020-10-15,09,Cataluña,272.23
2020-10-15,18,Ceuta,316.12
2020-10-15,10,C. Valenciana,106.74
2020-10-15,11,Extremadura,250.35
2020-10-15,12,Galicia,140.21
2020-10-15,13,Madrid,450.94
2020-10-15,19,Melilla,526.09
2020-10-15,14,Murcia,335.23
2020-10-15,15,Navarra,811.05
2020-10-15,16,País Vasco,276.93
2020-10-15,17,La Rioja,430.87
2020-10-15,00,España,269.96
2020-10-16,01,Andalucía,226.27
2020-10-16,02,Aragón,455.47
2020-10-16,03,Asturias,206.69
2020-10-16,04,Baleares,123.36
2020-10-16,05,Canarias,77.37
2020-10-16,06,Cantabria,126.14
2020-10-16,08,Castilla La Mancha,343.26
2020-10-16,07,Castilla y León,412.74
2020-10-16,09,Cataluña,288.14
2020-10-16,18,Ceuta,325.56
2020-10-16,10,C. Valenciana,115.09
2020-10-16,11,Extremadura,262.06
2020-10-16,12,Galicia,145.62
2020-10-16,13,Madrid,451.87
2020-10-16,19,Melilla,549.22
2020-10-16,14,Murcia,336.97
2020-10-16,15,Navarra,847.12
2020-10-16,16,País Vasco,296.41
2020-10-16,17,La Rioja,453.29
2020-10-16,00,España,280.44
2020-10-19,01,Andalucía,270.81
2020-10-19,02,Aragón,509.36
2020-10-19,03,Asturias,247.16
2020-10-19,04,Baleares,129.71
2020-10-19,05,Canarias,77.23
2020-10-19,06,Cantabria,151.27
2020-10-19,08,Castilla La Mancha,341.10
2020-10-19,07,Castilla y León,486.17
2020-10-19,09,Cataluña,360.29
2020-10-19,18,Ceuta,396.33
2020-10-19,10,C. Valenciana,115.75
2020-10-19,11,Extremadura,297.83
2020-10-19,12,Galicia,166.85
2020-10-19,13,Madrid,439.33
2020-10-19,19,Melilla,713.40
2020-10-19,14,Murcia,346.81
2020-10-19,15,Navarra,945.41
2020-10-19,16,País Vasco,351.12
2020-10-19,17,La Rioja,530.94
2020-10-19,00,España,312.22
2020-10-20,01,Andalucía,284.91
2020-10-20,02,Aragón,542.94
2020-10-20,03,Asturias,259.58
2020-10-20,04,Baleares,132.15
2020-10-20,05,Canarias,79.41
2020-10-20,06,Cantabria,160.74
2020-10-20,08,Castilla La Mancha,344.49
2020-10-20,07,Castilla y León,503.22
2020-10-20,09,Cataluña,374.22
2020-10-20,18,Ceuta,388.08
2020-10-20,10,C. Valenciana,132.68
2020-10-20,11,Extremadura,301.21
2020-10-20,12,Galicia,174.00
2020-10-20,13,Madrid,431.94
2020-10-20,19,Melilla,822.09
2020-10-20,14,Murcia,358.73
2020-10-20,15,Navarra,1002.73
2020-10-20,16,País Vasco,365.98
2020-10-20,17,La Rioja,549.56
2020-10-20,00,España,322.94
2020-10-21,01,Andalucía,301.54
2020-10-21,02,Aragón,542.64
2020-10-21,03,Asturias,266.52
2020-10-21,04,Baleares,137.63
2020-10-21,05,Canarias,81.13
2020-10-21,06,Cantabria,180.35
2020-10-21,08,Castilla La Mancha,356.94
2020-10-21,07,Castilla y León,517.81
2020-10-21,09,Cataluña,401.10
2020-10-21,18,Ceuta,381.00
2020-10-21,10,C. Valenciana,132.30
2020-10-21,11,Extremadura,317.97
2020-10-21,12,Galicia,183.96
2020-10-21,13,Madrid,432.26
2020-10-21,19,Melilla,835.96
2020-10-21,14,Murcia,358.06
2020-10-21,15,Navarra,1021.68
2020-10-21,16,País Vasco,349.08
2020-10-21,17,La Rioja,561.87
2020-10-21,00,España,332.69
2020-10-22,01,Andalucía,312.28
2020-10-22,02,Aragón,629.43
2020-10-22,03,Asturias,281.09
2020-10-22,04,Baleares,143.55
2020-10-22,05,Canarias,82.75
2020-10-22,06,Cantabria,210.64
2020-10-22,08,Castilla La Mancha,370.22
2020-10-22,07,Castilla y León,532.56
2020-10-22,09,Cataluña,429.66
2020-10-22,18,Ceuta,409.31
2020-10-22,10,C. Valenciana,142.15
2020-10-22,11,Extremadura,332.49
2020-10-22,12,Galicia,188.81
2020-10-22,13,Madrid,427.74
2020-10-22,19,Melilla,883.37
2020-10-22,14,Murcia,375.19
2020-10-22,15,Navarra,1058.52
2020-10-22,16,País Vasco,403.71
2020-10-22,17,La Rioja,601.65
2020-10-22,00,España,348.99
2020-10-23,01,Andalucía,327.17
2020-10-23,02,Aragón,682.18
2020-10-23,03,Asturias,300.84
2020-10-23,04,Baleares,150.68
2020-10-23,05,Canarias,81.41
2020-10-23,06,Cantabria,225.10
2020-10-23,08,Castilla La Mancha,385.22
2020-10-23,07,Castilla y León,562.11
2020-10-23,09,Cataluña,447.73
2020-10-23,18,Ceuta,444.70
2020-10-23,10,C. Valenciana,153.16
2020-10-23,11,Extremadura,352.44
2020-10-23,12,Galicia,192.11
2020-10-23,13,Madrid,421.62
2020-10-23,19,Melilla,915.74
2020-10-23,14,Murcia,379.41
2020-10-23,15,Navarra,1062.80
2020-10-23,16,País Vasco,430.34
2020-10-23,17,La Rioja,630.37
2020-10-23,00,España,361.66
2020-10-26,01,Andalucía,367.95
2020-10-26,02,Aragón,820.36
2020-10-26,03,Asturias,330.47
2020-10-26,04,Baleares,170.43
2020-10-26,05,Canarias,77.41
2020-10-26,06,Cantabria,285.16
2020-10-26,08,Castilla La Mancha,395.30
2020-10-26,07,Castilla y León,643.91
2020-10-26,09,Cataluña,584.95
2020-10-26,18,Ceuta,547.32
2020-10-26,10,C. Valenciana,171.01
2020-10-26,11,Extremadura,417.53
2020-10-26,12,Galicia,226.12
2020-10-26,13,Madrid,409.22
2020-10-26,19,Melilla,1060.27
2020-10-26,14,Murcia,407.46
2020-10-26,15,Navarra,1102.24
2020-10-26,16,País Vasco,490.58
2020-10-26,17,La Rioja,684.03
2020-10-26,00,España,410.18
2020-10-27,01,Andalucía,392.42
2020-10-27,02,Aragón,872.36
2020-10-27,03,Asturias,340.34
2020-10-27,04,Baleares,179.21
2020-10-27,05,Canarias,76.07
2020-10-27,06,Cantabria,300.13
2020-10-27,08,Castilla La Mancha,436.82
2020-10-27,07,Castilla y León,684.75
2020-10-27,09,Cataluña,629.32
2020-10-27,18,Ceuta,569.73
2020-10-27,10,C. Valenciana,186.78
2020-10-27,11,Extremadura,438.51
2020-10-27,12,Galicia,236.56
2020-10-27,13,Madrid,432.68
2020-10-27,19,Melilla,1129.65
2020-10-27,14,Murcia,436.51
2020-10-27,15,Navarra,1141.68
2020-10-27,16,País Vasco,510.69
2020-10-27,17,La Rioja,701.39
2020-10-27,00,España,436.47
2020-10-28,01,Andalucía,396.33
2020-10-28,02,Aragón,940.43
2020-10-28,03,Asturias,355.10
2020-10-28,04,Baleares,191.22
2020-10-28,05,Canarias,77.13
2020-10-28,06,Cantabria,317.34
2020-10-28,08,Castilla La Mancha,460.93
2020-10-28,07,Castilla y León,700.59
2020-10-28,09,Cataluña,656.92
2020-10-28,18,Ceuta,594.50
2020-10-28,10,C. Valenciana,207.70
2020-10-28,11,Extremadura,474.01
2020-10-28,12,Galicia,254.83
2020-10-28,13,Madrid,430.04
2020-10-28,19,Melilla,1211.74
2020-10-28,14,Murcia,457.66
2020-10-28,15,Navarra,1159.25
2020-10-28,16,País Vasco,541.77
2020-10-28,17,La Rioja,707.08
2020-10-28,00,España,452.63
2020-10-29,01,Andalucía,423.97
2020-10-29,02,Aragón,984.09
2020-10-29,03,Asturias,375.93
2020-10-29,04,Baleares,195.83
2020-10-29,05,Canarias,78.62
2020-10-29,06,Cantabria,341.43
2020-10-29,08,Castilla La Mancha,480.85
2020-10-29,07,Castilla y León,734.60
2020-10-29,09,Cataluña,680.55
2020-10-29,18,Ceuta,653.48
2020-10-29,10,C. Valenciana,218.40
2020-10-29,11,Extremadura,492.17
2020-10-29,12,Galicia,269.64
2020-10-29,13,Madrid,420.79
2020-10-29,19,Melilla,1290.37
2020-10-29,14,Murcia,448.16
2020-10-29,15,Navarra,1172.25
2020-10-29,16,País Vasco,554.00
2020-10-29,17,La Rioja,736.12
2020-10-29,00,España,468.17
2020-10-30,01,Andalucía,444.00
2020-10-30,02,Aragón,1029.87
2020-10-30,03,Asturias,400.27
2020-10-30,04,Baleares,212.88
2020-10-30,05,Canarias,76.67
2020-10-30,06,Cantabria,357.61
2020-10-30,08,Castilla La Mancha,504.51
2020-10-30,07,Castilla y León,760.56
2020-10-30,09,Cataluña,699.84
2020-10-30,18,Ceuta,733.69
2020-10-30,10,C. Valenciana,231.47
2020-10-30,11,Extremadura,512.50
2020-10-30,12,Galicia,280.53
2020-10-30,13,Madrid,414.91
2020-10-30,19,Melilla,1276.49
2020-10-30,14,Murcia,503.51
2020-10-30,15,Navarra,1187.53
2020-10-30,16,País Vasco,594.17
2020-10-30,17,La Rioja,745.90
2020-10-30,00,España,485.28
2020-11-02,01,Andalucía,545.33
2020-11-02,02,Aragón,1127.04
2020-11-02,03,Asturias,416.41
2020-11-02,04,Baleares,229.67
2020-11-02,05,Canarias,76.44
2020-11-02,06,Cantabria,392.72
2020-11-02,08,Castilla La Mancha,518.33
2020-11-02,07,Castilla y León,828.86
2020-11-02,09,Cataluña,726.70
2020-11-02,18,Ceuta,831.59
2020-11-02,10,C. Valenciana,225.79
2020-11-02,11,Extremadura,556.05
2020-11-02,12,Galicia,311.28
2020-11-02,13,Madrid,403.58
2020-11-02,19,Melilla,1356.27
2020-11-02,14,Murcia,565.03
2020-11-02,15,Navarra,1193.49
2020-11-02,16,País Vasco,640.96
2020-11-02,17,La Rioja,772.73
2020-11-02,00,España,521.07
2020-11-03,01,Andalucía,561.23
2020-11-03,02,Aragón,1119.01
2020-11-03,03,Asturias,420.22
2020-11-03,04,Baleares,235.85
2020-11-03,05,Canarias,73.33
2020-11-03,06,Cantabria,414.06
2020-11-03,08,Castilla La Mancha,538.40
2020-11-03,07,Castilla y León,820.20
2020-11-03,09,Cataluña,748.83
2020-11-03,18,Ceuta,852.83
2020-11-03,10,C. Valenciana,250.39
2020-11-03,11,Extremadura,568.88
2020-11-03,12,Galicia,315.65
2020-11-03,13,Madrid,373.70
2020-11-03,19,Melilla,1384.02
2020-11-03,14,Murcia,576.61
2020-11-03,15,Navarra,1182.18
2020-11-03,16,País Vasco,655.73
2020-11-03,17,La Rioja,764.21
2020-11-03,00,España,527.94
2020-11-04,01,Andalucía,547.46
2020-11-04,02,Aragón,1106.28
2020-11-04,03,Asturias,430.78
2020-11-04,04,Baleares,237.50
2020-11-04,05,Canarias,71.93
2020-11-04,06,Cantabria,427.65
2020-11-04,08,Castilla La Mancha,537.86
2020-11-04,07,Castilla y León,819.65
2020-11-04,09,Cataluña,752.54
2020-11-04,18,Ceuta,902.37
2020-11-04,10,C. Valenciana,262.52
2020-11-04,11,Extremadura,564.67
2020-11-04,12,Galicia,320.17
2020-11-04,13,Madrid,369.59
2020-11-04,19,Melilla,1424.49
2020-11-04,14,Murcia,604.59
2020-11-04,15,Navarra,1172.55
2020-11-04,16,País Vasco,674.48
2020-11-04,17,La Rioja,768.94
2020-11-04,00,España,528.75
2020-11-05,01,Andalucía,540.85
2020-11-05,02,Aragón,1095.29
2020-11-05,03,Asturias,446.42
2020-11-05,04,Baleares,243.94
2020-11-05,05,Canarias,72.35
2020-11-05,06,Cantabria,417.50
2020-11-05,08,Castilla La Mancha,551.78
2020-11-05,07,Castilla y León,801.53
2020-11-05,09,Cataluña,742.42
2020-11-05,18,Ceuta,942.47
2020-11-05,10,C. Valenciana,258.61
2020-11-05,11,Extremadura,582.27
2020-11-05,12,Galicia,332.06
2020-11-05,13,Madrid,366.18
2020-11-05,19,Melilla,1390.96
2020-11-05,14,Murcia,642.95
2020-11-05,15,Navarra,1140.61
2020-11-05,16,País Vasco,686.17
2020-11-05,17,La Rioja,784.10
2020-11-05,00,España,527.30
2020-11-06,01,Andalucía,545.02
2020-11-06,02,Aragón,1077.85
2020-11-06,03,Asturias,471.55
2020-11-06,04,Baleares,244.20
2020-11-06,05,Canarias,72.77
2020-11-06,06,Cantabria,450.89
2020-11-06,08,Castilla La Mancha,550.90
2020-11-06,07,Castilla y León,809.49
2020-11-06,09,Cataluña,720.20
2020-11-06,18,Ceuta,987.30
2020-11-06,10,C. Valenciana,252.45
2020-11-06,11,Extremadura,597.82
2020-11-06,12,Galicia,339.06
2020-11-06,13,Madrid,364.03
2020-11-06,19,Melilla,1365.52
2020-11-06,14,Murcia,661.96
2020-11-06,15,Navarra,1118.59
2020-11-06,16,País Vasco,690.65
2020-11-06,17,La Rioja,802.09
2020-11-06,00,España,525.74
2020-11-09,01,Andalucía,576.76
2020-11-09,02,Aragón,1004.86
2020-11-09,03,Asturias,510.27
2020-11-09,04,Baleares,260.04
2020-11-09,05,Canarias,82.38
2020-11-09,06,Cantabria,471.37
2020-11-09,08,Castilla La Mancha,516.56
2020-11-09,07,Castilla y León,832.37
2020-11-09,09,Cataluña,711.22
2020-11-09,18,Ceuta,1033.30
2020-11-09,10,C. Valenciana,248.07
2020-11-09,11,Extremadura,570.94
2020-11-09,12,Galicia,329.02
2020-11-09,13,Madrid,355.43
2020-11-09,19,Melilla,1107.68
2020-11-09,14,Murcia,711.56
2020-11-09,15,Navarra,968.18
2020-11-09,16,País Vasco,769.24
2020-11-09,17,La Rioja,803.67
2020-11-09,00,España,529.43
2020-11-10,01,Andalucía,568.98
2020-11-10,02,Aragón,976.43
2020-11-10,03,Asturias,515.35
2020-11-10,04,Baleares,255.42
2020-11-10,05,Canarias,82.29
2020-11-10,06,Cantabria,486.68
2020-11-10,08,Castilla La Mancha,525.37
2020-11-10,07,Castilla y León,858.75
2020-11-10,09,Cataluña,678.44
2020-11-10,18,Ceuta,1066.33
2020-11-10,10,C. Valenciana,273.39
2020-11-10,11,Extremadura,555.49
2020-11-10,12,Galicia,327.36
2020-11-10,13,Madrid,339.65
2020-11-10,19,Melilla,1059.12
2020-11-10,14,Murcia,749.45
2020-11-10,15,Navarra,910.41
2020-11-10,16,País Vasco,779.11
2020-11-10,17,La Rioja,796.72
2020-11-10,00,España,524.60
2020-11-11,01,Andalucía,556.16
2020-11-11,02,Aragón,947.71
2020-11-11,03,Asturias,532.17
2020-11-11,04,Baleares,253.25
2020-11-11,05,Canarias,82.57
2020-11-11,06,Cantabria,500.79
2020-11-11,08,Castilla La Mancha,519.96
2020-11-11,07,Castilla y León,845.83
2020-11-11,09,Cataluña,642.13
2020-11-11,18,Ceuta,1071.05
2020-11-11,10,C. Valenciana,282.73
2020-11-11,11,Extremadura,558.02
2020-11-11,12,Galicia,318.39
2020-11-11,13,Madrid,332.23
2020-11-11,19,Melilla,1012.87
2020-11-11,14,Murcia,746.84
2020-11-11,15,Navarra,865.92
2020-11-11,16,País Vasco,786.58
2020-11-11,17,La Rioja,798.62
2020-11-11,00,España,514.25
2020-11-12,01,Andalucía,553.79
2020-11-12,02,Aragón,914.73
2020-11-12,03,Asturias,551.72
2020-11-12,04,Baleares,250.64
2020-11-12,05,Canarias,81.31
2020-11-12,06,Cantabria,511.12
2020-11-12,08,Castilla La Mancha,511.30
2020-11-12,07,Castilla y León,848.74
2020-11-12,09,Cataluña,589.08
2020-11-12,18,Ceuta,1035.66
2020-11-12,10,C. Valenciana,297.20
2020-11-12,11,Extremadura,552.49
2020-11-12,12,Galicia,316.61
2020-11-12,13,Madrid,328.89
2020-11-12,19,Melilla,980.49
2020-11-12,14,Murcia,740.68
2020-11-12,15,Navarra,816.71
2020-11-12,16,País Vasco,791.43
2020-11-12,17,La Rioja,789.78
2020-11-12,00,España,504.45
2020-11-13,01,Andalucía,548.84
2020-11-13,02,Aragón,871.30
2020-11-13,03,Asturias,573.43
2020-11-13,04,Baleares,245.77
2020-11-13,05,Canarias,82.24
2020-11-13,06,Cantabria,519.21
2020-11-13,08,Castilla La Mancha,502.54
2020-11-13,07,Castilla y León,819.11
2020-11-13,09,Cataluña,574.19
2020-11-13,18,Ceuta,996.73
2020-11-13,10,C. Valenciana,311.09
2020-11-13,11,Extremadura,535.35
2020-11-13,12,Galicia,317.98
2020-11-13,13,Madrid,324.38
2020-11-13,19,Melilla,912.28
2020-11-13,14,Murcia,750.72
2020-11-13,15,Navarra,751.59
2020-11-13,16,País Vasco,790.34
2020-11-13,17,La Rioja,785.67
2020-11-13,00,España,498.19
2020-11-16,01,Andalucía,547.23
2020-11-16,02,Aragón,732.82
2020-11-16,03,Asturias,628.76
2020-11-16,04,Baleares,243.59
2020-11-16,05,Canarias,80.76
2020-11-16,06,Cantabria,522.65
2020-11-16,08,Castilla La Mancha,465.99
2020-11-16,07,Castilla y León,792.07
2020-11-16,09,Cataluña,529.65
2020-11-16,18,Ceuta,872.88
2020-11-16,10,C. Valenciana,284.29
2020-11-16,11,Extremadura,468.01
2020-11-16,12,Galicia,295.65
2020-11-16,13,Madrid,310.52
2020-11-16,19,Melilla,676.40
2020-11-16,14,Murcia,678.23
2020-11-16,15,Navarra,591.40
2020-11-16,16,País Vasco,758.36
2020-11-16,17,La Rioja,736.43
2020-11-16,00,España,470.26
2020-11-17,01,Andalucía,549.39
2020-11-17,02,Aragón,714.32
2020-11-17,03,Asturias,631.89
2020-11-17,04,Baleares,247.33
2020-11-17,05,Canarias,82.38
2020-11-17,06,Cantabria,526.44
2020-11-17,08,Castilla La Mancha,469.19
2020-11-17,07,Castilla y León,798.32
2020-11-17,09,Cataluña,490.64
2020-11-17,18,Ceuta,829.23
2020-11-17,10,C. Valenciana,295.46
2020-11-17,11,Extremadura,457.15
2020-11-17,12,Galicia,295.28
2020-11-17,13,Madrid,324.25
2020-11-17,19,Melilla,639.40
2020-11-17,14,Murcia,672.40
2020-11-17,15,Navarra,543.71
2020-11-17,16,País Vasco,749.22
2020-11-17,17,La Rioja,724.12
2020-11-17,00,España,465.86
2020-11-18,01,Andalucía,536.76
2020-11-18,02,Aragón,687.72
2020-11-18,03,Asturias,648.03
2020-11-18,04,Baleares,239.94
2020-11-18,05,Canarias,83.08
2020-11-18,06,Cantabria,533.49
2020-11-18,08,Castilla La Mancha,465.55
2020-11-18,07,Castilla y León,800.32
2020-11-18,09,Cataluña,450.91
2020-11-18,18,Ceuta,793.85
2020-11-18,10,C. Valenciana,299.21
2020-11-18,11,Extremadura,452.09
2020-11-18,12,Galicia,292.76
2020-11-18,13,Madrid,312.51
2020-11-18,19,Melilla,594.31
2020-11-18,14,Murcia,635.12
2020-11-18,15,Navarra,515.43
2020-11-18,16,País Vasco,736.08
2020-11-18,17,La Rioja,699.50
2020-11-18,00,España,452.57
2020-11-19,01,Andalucía,519.42
2020-11-19,02,Aragón,648.53
2020-11-19,03,Asturias,649.59
2020-11-19,04,Baleares,233.50
2020-11-19,05,Canarias,82.66
2020-11-19,06,Cantabria,547.26
2020-11-19,08,Castilla La Mancha,445.23
2020-11-19,07,Castilla y León,794.19
2020-11-19,09,Cataluña,420.56
2020-11-19,18,Ceuta,746.66
2020-11-19,10,C. Valenciana,299.53
2020-11-19,11,Extremadura,423.90
2020-11-19,12,Galicia,288.39
2020-11-19,13,Madrid,297.30
2020-11-19,19,Melilla,585.06
2020-11-19,14,Murcia,599.64
2020-11-19,15,Navarra,470.49
2020-11-19,16,País Vasco,718.64
